id,dist
1,0.00469286870271413
2,0.003704053847576794
3,0.0027245184912857053
4,0.0017724168858882718
5,0.0009483052462220915
6,0.001319952008849596
7,0.0022330294266153356
8,0.003202740011318345
9,0.004187851560797906
10,0.005179066603369658
11,0.00617328558935973
12,0.0071691973587832015
13,0.008166155082924955
14,0.009163803627998667
15,0.010161932040809403
16,0.011160407214940446
17,0.012159141053315602
18,0.013158072943941796
19,0.014157159825235261
20,0.015156370266985731
21,0.01615568079394443
22,0.017155073520265258
23,0.01676715785753398
24,0.01601455254525045
25,0.015290337978254638
26,0.014597508327485294
27,0.013938982760012767
28,0.013317436572369463
29,0.012735111142428689
30,0.012193627707644168
31,0.012198836886955645
32,0.012740734332740797
33,0.013323461171041839
34,0.013945389131139671
35,0.01460427154251056
36,0.015297429747076572
37,0.016021943042794848
38,0.016774817247992596
39,0.01615176753098017
40,0.015226722724910362
41,0.014313291199489039
42,0.013414056257652879
43,0.012532291762832746
44,0.011672137692029943
45,0.010838783702136128
46,0.010038613559181939
47,0.009279214669532701
48,0.008569098136519421
49,0.007916952024894789
50,0.007330358913776603
51,0.007089219650760814
52,0.007644500035320046
53,0.00826796177488909
54,0.008953035862804971
55,0.009691345106667512
56,0.010474173368755915
57,0.011293458800305127
58,0.012142264058563827
59,0.013014874836486693
60,0.013906700725541963
61,0.01481410097454449
62,0.015734201786285953
63,0.016664733973292382
64,0.01760389939187374
65,0.018550265333042514
66,0.019502682719398083
67,0.01918663911357761
68,0.018643859391218147
69,0.018128541779437665
70,0.018585825525097254
71,0.019125598887038513
72,0.01918474784006253
73,0.018235234415800716
74,0.01729225558229498
75,0.016357069271243186
76,0.015431246097671658
77,0.014516758941596462
78,0.01361609743000583
79,0.012732410241836366
80,0.011869672909750495
81,0.011032865991635856
82,0.010228122513006248
83,0.00946275965626921
84,0.008745053863136466
85,0.008083588451039176
86,0.0074860825776897864
87,0.007060878385800671
88,0.007603629137771006
89,0.008214848520918732
90,0.008888580396923303
91,0.009616809340355421
92,0.010390936273873216
93,0.011202845435175222
94,0.01204545613248925
95,0.012912880855306424
96,0.013800360059896363
97,0.014704103162562324
98,0.014593368185847796
99,0.01374396142035878
100,0.012918426100603755
101,0.012121359488729274
102,0.011358039137228111
103,0.010634281336944613
104,0.009956114846672331
105,0.009329235394284336
106,0.008758282235331111
107,0.008283445285254213
108,0.007637039841426335
109,0.007058707018736906
110,0.0069781743161155966
111,0.007545791611978082
112,0.008182428456154682
113,0.008880624618324047
114,0.009631328718785354
115,0.010425437030595158
116,0.011254743451857285
117,0.012112326333779806
118,0.012992571867624937
119,0.01389102375379785
120,0.014804179689683356
121,0.01572929436566943
122,0.016664211570382635
123,0.01760722963694086
124,0.01855699695514947
125,0.019512432084836023
126,0.020472663066180247
127,0.021436981353362576
128,0.02240480675924911
129,0.023375660656304757
130,0.02421463196282983
131,0.0235505118564196
132,0.022908103845255767
133,0.022288320522457803
134,0.02169196940967797
135,0.02111972810130841
136,0.02057212182682825
137,0.020049505050024112
138,0.02015304854682618
139,0.020680733034963178
140,0.021233349896281253
141,0.021810508935459078
142,0.022411652509207458
143,0.02303607486738167
144,0.023682945211663746
145,0.02435133284168993
146,0.025040232811268243
147,0.02574859072189014
148,0.026475325580564833
149,0.027219349987885784
150,0.027979587249508883
151,0.02875498528710495
152,0.02952490157911458
153,0.030073983363506494
154,0.030640356577330302
155,0.031223782299851795
156,0.03182396642176064
157,0.03216701315324843
158,0.031216762699605966
159,0.030221748586599588
160,0.02922709728318357
161,0.028232849639107355
162,0.027239052834091303
163,0.026245761644074536
164,0.025253040021671974
165,0.02426096308471813
166,0.02326961963998342
167,0.02227911541630566
168,0.02128957724805866
169,0.02030115854681757
170,0.019314046541751277
